1000 200000
176 580 75
335 325 14
175 502 31
455 978 52
163 485 45
483 147 34
396 28 8
928 562 114
655 191 98
706 85 94
750 996 99
707 14 27
315 662 26
384 734 7
76 146 37
407 705 94
523 617 31
998 214 26
203 708 25
469 573 19
554 418 114
430 421 59
507 159 1
5 48 5
118 221 92
591 128 24
293 351 73
463 292 114
181 981 53
850 917 80
852 4 32
496 16 78
720 177 120
249 651 97
860 600 68
592 255 5
333 743 6
59 547 68
328 865 71
575 613 66
565 546 70
724 755 65
921 255 16
840 569 23
196 621 25
931 219 24
560 735 20
197 426 115
111 669 99
674 441 1
27 815 30
681 282 54
121 974 17
853 855 74
383 120 90
660 816 99
259 887 24
321 414 101
246 809 49
243 391 55
45 702 72
333 330 111
420 520 53
787 203 108
508 373 97
881 625 107
113 501 3
473 887 48
381 320 71
176 120 4
789 868 102
471 749 110
26 391 64
896 775 55
85 726 38
960 991 68
514 290 44
46 970 98
414 275 25
260 742 86
779 68 2
115 18 39
425 712 77
928 689 75
20 191 43
516 151 42
539 922 105
757 37 34
223 638 73
310 584 85
613 318 113
872 784 68
697 687 96
752 353 28
845 739 93
240 361 86
540 735 26
440 3 67
171 868 35
680 68 47
319 10 40
563 63 72
583 497 66
174 526 5
893 155 70
539 893 35
874 502 11
649 135 87
420 425 29
523 313 74
832 887 104
687 672 91
195 713 25
470 75 83
327 316 87
324 892 16
95 425 81
540 806 57
135 446 117
809 548 70
419 628 41
326 694 25
371 514 62
294 852 22
245 680 78
633 786 36
691 174 112
933 168 61
845 721 63
209 785 67
586 815 2
841 862 26
871 660 81
809 496 67
96 321 92
52 618 64
269 208 118
668 989 118
381 975 113
57 136 60
454 534 85
740 682 78
99 549 117
822 491 9
630 215 95
841 964 75
169 962 112
447 62 94
690 834 14
395 355 101
58 218 94
273 404 78
359 774 109
265 158 45
6 417 7
236 340 36
725 947 43
952 786 61
953 829 82
309 803 85
364 873 86
327 179 66
534 993 89
194 978 106
814 356 79
675 172 39
539 988 12
804 175 48
984 946 48
229 999 15
172 759 64
746 132 53
727 744 20
601 472 29
107 423 117
350 561 51
926 705 45
362 986 2
781 228 51
313 5 91
164 91 93
174 140 3
283 834 24
797 925 72
237 598 22
462 605 85
668 329 51
808 934 33
324 831 73
364 690 94
591 664 57
442 486 102
479 155 15
183 495 115
686 211 7
440 18 98
67 619 27
163 411 7
893 638 64
943 669 3
607 962 58
438 210 86
121 642 117
232 155 52
374 897 86
233 110 53
71 137 61
781 550 115
39 127 98
237 127 105
450 236 34
666 375 109
50 568 102
891 992 52
159 719 95
824 412 66
137 842 41
647 267 102
110 227 114
954 790 22
396 692 77
729 985 22
555 386 55
408 155 80
913 372 19
420 136 44
767 866 31
918 593 41
181 534 105
239 352 108
83 246 81
356 363 66
433 454 38
277 634 68
137 758 12
593 872 78
409 722 98
779 334 37
262 967 67
33 318 114
468 223 98
729 110 17
795 416 76
201 577 52
728 272 51
315 339 29
14 108 37
408 516 15
573 914 60
689 836 99
619 54 112
603 210 76
674 494 41
927 23 41
339 88 16
843 337 37
442 805 88
239 508 20
540 377 40
875 783 69
989 983 70
278 254 73
868 152 41
668 5 41
360 130 80
371 952 89
125 571 89
303 739 87
4 460 104
161 936 80
188 986 17
837 209 74
836 749 115
233 347 58
487 211 98
826 813 107
778 449 102
349 224 17
396 69 5
764 225 51
861 126 44
524 850 73
897 156 36
166 681 21
116 958 114
608 191 100
211 566 54
807 443 96
604 856 16
306 433 87
407 494 19
346 461 67
329 719 98
736 18 12
644 600 36
835 140 82
481 111 93
354 436 51
428 55 112
491 828 70
681 99 46
456 365 65
406 761 90
354 295 35
864 622 86
476 846 62
455 818 85
812 959 88
84 325 12
678 391 75
428 981 51
607 148 4
858 940 51
656 463 114
951 781 6
569 777 39
203 117 98
262 158 71
787 589 1
546 644 83
519 578 63
155 813 28
602 35 27
771 780 94
701 83 4
772 86 113
343 613 11
723 624 23
755 287 80
77 175 80
963 736 26
175 486 103
658 861 118
846 719 9
125 21 60
768 903 91
684 334 96
436 995 81
787 663 94
232 352 116
364 692 51
414 894 83
572 853 82
851 260 110
932 262 41
241 279 44
840 586 36
333 844 23
24 842 25
982 330 1
861 690 85
138 703 37
756 44 23
748 649 23
753 331 12
509 784 56
964 8 68
257 661 2
32 137 80
635 115 42
625 40 63
482 373 98
491 514 102
893 413 54
185 602 78
712 473 91
424 8 118
872 369 88
115 961 4
435 103 68
40 676 88
668 420 24
554 166 110
156 675 25
137 23 25
251 454 42
271 240 27
648 556 38
542 684 82
441 792 80
644 540 77
61 505 60
716 140 76
544 340 89
774 812 11
493 146 3
719 782 61
692 700 53
932 990 112
774 527 69
990 85 2
133 716 92
908 414 14
318 633 7
296 784 4
160 894 37
961 54 67
366 424 72
925 112 4
920 762 88
194 976 25
670 305 88
480 454 106
628 2 14
622 335 80
418 588 72
257 791 4
944 691 26
598 62 64
297 188 31
654 362 71
541 915 2
881 84 106
597 297 88
946 351 107
647 765 90
289 789 72
832 846 24
953 98 59
957 264 90
529 455 56
541 804 58
524 431 94
687 190 23
399 681 85
826 281 27
706 775 100
668 843 101
332 283 2
566 508 85
107 282 46
331 741 32
941 850 45
913 404 15
189 133 76
575 473 90
953 512 6
2 447 74
467 559 37
334 104 4
414 226 60
732 286 20
529 249 51
293 122 69
848 187 111
283 967 60
563 71 25
893 53 116
467 510 75
458 751 117
722 279 58
413 408 99
905 203 13
33 4 30
573 851 111
610 290 48
509 957 92
747 505 85
99 989 19
323 19 95
114 52 83
90 841 111
67 388 23
501 293 50
765 770 62
104 374 54
754 429 99
374 226 115
551 688 69
488 98 1
583 800 21
328 957 9
272 953 86
903 443 94
622 245 83
99 143 90
631 820 78
176 447 29
975 747 11
862 649 109
952 713 69
499 142 9
395 694 16
856 279 115
238 684 76
513 657 71
324 541 11
57 999 101
736 407 64
809 973 19
703 744 11
356 620 31
763 197 90
326 124 54
669 172 11
515 791 88
917 850 118
786 617 65
959 187 40
215 493 20
209 870 1
690 305 120
584 539 19
256 757 32
385 220 109
923 593 6
692 334 92
630 102 47
682 324 109
89 539 71
967 400 4
50 935 72
572 57 57
677 167 12
285 421 20
741 148 18
762 458 120
981 157 51
934 969 12
405 555 86
575 809 73
57 328 21
425 354 103
825 681 111
785 216 27
41 324 86
529 433 58
966 370 74
787 822 100
888 782 37
520 631 101
394 385 85
638 585 46
109 724 12
953 301 45
612 622 83
508 328 11
881 580 108
610 898 21
535 691 102
284 245 112
985 808 56
746 268 11
762 179 6
832 857 53
347 244 26
311 357 46
913 532 36
164 701 45
909 774 42
809 917 84
475 65 22
332 791 51
484 208 106
932 387 52
407 566 26
560 845 50
368 918 50
841 976 60
876 456 99
145 437 53
383 959 7
385 443 24
352 791 69
231 235 58
880 525 77
950 30 99
111 391 43
204 485 77
924 364 4
327 755 32
230 152 108
659 986 41
354 357 5
612 529 40
838 396 15
891 10 107
306 112 90
621 609 44
357 937 100
893 81 58
363 751 46
104 772 71
74 18 47
927 537 31
414 257 116
50 882 81
256 654 101
472 630 93
414 808 5
840 36 14
505 264 84
918 909 55
644 403 62
925 181 68
304 706 11
555 168 87
147 361 76
516 28 35
560 365 46
368 333 28
845 503 75
816 582 24
152 209 17
238 195 70
960 467 111
465 770 97
307 87 58
565 57 25
244 617 29
694 592 1
363 887 16
228 386 55
797 49 38
762 156 67
147 966 67
563 745 116
906 629 49
56 587 89
541 714 57
453 13 43
555 935 108
199 887 74
883 284 15
147 633 36
554 782 19
435 11 94
30 825 62
158 346 4
580 892 83
344 150 111
504 711 80
55 14 27
647 744 72
728 28 8
816 564 44
759 209 39
566 167 104
524 135 78
198 69 97
997 703 63
207 502 89
611 854 20
411 981 74
65 782 34
907 58 40
131 465 26
698 603 45
806 20 27
268 818 42
451 557 73
639 659 53
296 63 28
94 740 27
571 767 6
563 73 71
166 251 95
884 61 111
343 865 101
497 728 89
116 42 32
184 169 29
889 846 18
645 277 37
238 509 90
673 595 47
972 564 118
786 735 73
71 60 113
850 997 81
682 690 12
74 52 25
216 451 9
318 409 72
207 768 112
827 14 92
603 858 20
778 404 108
268 113 11
623 639 108
314 929 103
710 638 102
4 425 120
102 191 52
300 725 98
893 224 16
967 178 22
5 90 78
10 712 41
462 128 53
522 446 78
854 424 120
727 124 85
989 36 60
432 466 16
400 680 78
238 903 17
988 884 87
724 195 116
999 266 83
921 61 34
373 52 13
286 599 108
451 328 96
664 528 55
264 737 94
255 370 18
570 164 27
523 49 35
803 471 106
887 113 61
180 929 69
707 614 91
620 845 44
447 243 12
250 244 60
59 161 64
31 336 108
174 164 5
645 809 86
883 738 87
239 53 55
486 153 67
863 887 81
145 811 36
860 631 45
483 1000 77
440 409 115
396 69 34
384 368 53
894 303 76
638 847 109
26 450 65
162 295 120
804 469 3
881 571 81
294 33 112
751 443 66
644 289 106
280 138 56
999 578 50
623 901 86
615 508 42
612 110 77
454 599 46
196 308 19
126 792 18
439 663 82
935 826 36
617 317 10
789 182 40
629 142 98
155 638 29
684 864 25
464 546 38
209 232 42
147 432 79
503 511 18
31 667 54
763 900 9
601 593 76
805 48 107
349 509 6
805 264 120
239 285 100
232 182 11
850 558 113
625 180 69
289 66 92
852 301 120
540 450 46
326 226 72
251 719 73
833 915 44
515 55 109
179 543 22
942 219 114
937 500 117
923 28 89
788 713 42
80 940 33
911 137 48
534 286 1
386 608 112
109 331 10
160 385 116
943 469 77
422 421 52
187 69 86
660 308 30
978 186 31
549 816 33
824 15 5
290 356 72
989 819 49
373 157 64
171 769 12
746 661 112
943 727 34
535 435 62
371 766 101
854 719 89
87 255 81
729 302 120
465 216 5
710 447 68
375 929 16
679 969 90
132 226 51
604 839 33
531 452 28
393 239 116
700 832 34
131 734 20
952 657 63
117 72 83
460 288 65
176 442 88
523 944 120
451 119 91
884 79 75
92 694 16
458 49 41
215 487 73
103 256 9
950 883 43
151 274 29
402 680 81
634 322 22
321 862 110
587 781 120
112 895 16
178 269 17
956 383 79
240 514 91
775 100 16
511 966 29
218 757 76
712 856 37
674 1000 74
207 684 20
409 344 79
596 229 100
341 20 106
735 267 19
279 347 91
28 27 49
935 551 95
30 643 34
220 354 8
877 434 7
813 480 51
69 856 118
958 944 87
181 353 54
550 944 43
35 764 24
906 25 106
983 442 115
805 519 16
398 808 86
91 66 72
85 927 105
523 833 5
103 217 7
867 975 104
343 761 28
859 466 11
775 988 45
320 274 12
786 959 95
705 239 30
539 893 29
379 587 6
36 407 33
546 406 31
551 742 53
445 49 6
491 802 27
365 591 106
415 780 76
241 906 51
5 700 73
195 392 81
91 514 40
996 508 51
566 427 2
406 668 113
156 873 60
528 159 36
439 977 12
984 670 70
308 113 105
562 375 2
284 810 115
222 952 74
369 191 37
737 995 22
68 839 76
949 921 58
529 185 83
332 788 8
648 724 108
228 781 38
367 414 10
981 484 26
906 542 21
122 602 36
898 450 67
789 301 56
275 470 48
241 388 50
181 910 56
125 882 68
202 888 98
293 420 45
930 767 116
136 484 30
866 597 79
850 918 64
314 905 8
414 269 86
341 256 44
416 336 32
945 424 5
541 813 87
278 238 27
77 578 2
17 319 82
564 546 63
906 17 72
150 71 93
884 521 101
327 561 79
897 424 39
203 932 117
297 641 21
191 915 25
284 813 120
169 742 29
798 772 44
733 481 36
505 903 117
554 809 110
906 612 116
524 327 45
946 358 102
101 726 58
437 910 94
90 731 87
982 868 3
456 697 114
793 619 53
521 580 98
369 633 36
923 258 27
637 996 20
691 476 24
749 509 101
662 265 35
482 20 6
925 839 30
235 421 16
523 406 87
74 313 3
197 51 48
219 929 14
881 383 13
639 855 116
683 475 115
759 110 83
535 275 90
459 444 59
193 964 46
642 683 94
323 37 43
289 103 90
440 739 85
241 613 116
575 903 3
156 769 60
623 17 110
703 616 47
254 597 108
369 787 87
376 852 19
757 567 107
848 956 85
994 105 89
697 114 56
488 782 13
465 264 32
904 588 28
855 588 63
157 861 13
339 257 29
689 952 13
364 126 111
455 420 4
920 181 84
160 214 79
524 809 41
107 632 60
350 141 50
502 774 92
409 187 11
306 196 8
927 459 112
640 409 69
551 359 36
759 284 15
644 208 85
892 530 33
183 25 33
254 200 21
443 975 29
547 285 5
376 661 4
973 768 2
427 293 32
161 316 109
860 611 37
903 340 34
28 981 59
932 878 42
525 706 120
766 256 74
196 406 84
92 810 115
162 512 21
928 327 91
585 60 99
642 904 90
932 866 62
466 515 120
38 625 36
180 426 85
313 402 60
560 637 5
429 206 54
538 355 16
991 479 112
769 854 79
807 1000 117
665 803 85
672 122 65
686 428 6
803 714 119
206 938 56
879 710 81
867 388 82
690 664 47
612 177 26
540 305 30
530 250 71
516 53 89
214 547 119
64 619 87
882 982 103
366 504 9
866 424 38
707 274 12
784 750 11
204 542 89
505 194 116
225 424 26
535 684 51
473 183 101
324 393 68
249 89 105
285 526 9
567 472 106
315 318 97
574 248 42
815 337 1
686 966 12
439 227 74
230 4 97
781 731 91
53 970 69
52 361 35
962 910 85
799 157 67
825 290 25
368 15 6
487 121 62
16 68 6
17 78 77
509 117 115
216 810 20
280 408 20
456 618 116
905 751 48
44 116 74
337 487 98
410 41 18
274 150 101
43 331 68
890 159 50
245 952 68
128 322 92
956 385 49
720 947 82
327 165 49
716 487 42
222 641 81
890 290 43
891 85 119
178 584 34
814 940 59
10 693 20
522 7 103
674 862 67
37 41 25
84 409 68
428 691 7
303 515 89
491 846 87
120 872 111
913 881 27
699 740 23
561 880 20
655 18 100
93 829 96
74 500 19
718 123 80
150 260 95
273 984 12
981 747 72
325 353 94
111 320 33
524 49 41
455 457 21
272 290 41
113 812 5
618 303 81
176 48 109
923 711 88
529 331 3
333 376 14
74 415 43
414 459 92
30 232 99
777 239 27
903 109 36
192 82 70
827 190 29
109 949 84
721 339 45
159 344 95
875 645 59
293 153 95
58 345 43
233 847 4
538 597 9
82 984 53
51 969 83
904 957 67
610 916 61
693 99 82
16 904 18
313 558 6
790 573 53
330 77 100
181 781 85
290 628 88
956 491 100
873 887 28
661 247 80
119 70 11
441 849 6
258 398 70
812 212 46
872 814 100
589 583 69
134 939 38
446 360 58
480 645 89
964 328 55
860 34 89
159 801 99
433 320 10
877 41 15
482 286 31
897 691 25
926 84 23
261 96 83
342 667 9
625 456 93
980 223 16
508 978 97
878 700 56
95 453 67
706 106 5
316 117 111
309 45 97
254 177 98
753 548 107
815 614 8
361 455 113
462 670 27
431 877 18
195 973 39
389 913 4
572 956 59
699 599 114
869 531 81
10 556 97
915 142 33
144 264 120
56 14 3
960 486 18
193 336 53
997 865 88
770 305 84
861 34 109
475 356 81
509 103 27
822 871 5
729 753 96
491 396 55
394 452 54
589 144 81
615 602 11
120 552 39
134 719 95
724 125 5
14 926 112
345 597 45
483 282 63
749 907 106
24 815 66
387 606 13
968 469 51
358 970 1
693 650 84
254 919 8
12 760 18
88 63 91
523 794 26
618 185 41
492 632 65
652 43 65
48 712 37
851 74 12
889 267 5
759 248 5
914 832 7
609 649 65
479 352 106
696 774 28
414 400 76
482 573 87
931 331 43
583 523 65
788 112 67
229 315 51
87 359 24
95 670 50
263 643 22
587 654 38
688 91 9
996 190 91
514 948 97
259 384 77
709 777 5
984 530 31
580 326 10
893 866 73
455 326 49
342 415 1
744 825 83
148 44 82
961 61 24
920 996 76
672 155 112
58 286 78
206 575 36
805 283 118
41 638 25
574 10 96
881 64 36
381 326 110
216 683 72
524 253 55
472 206 73
813 706 40
913 101 38
715 589 92
433 977 108
385 150 8
831 786 94
991 513 105
429 845 21
799 286 22
581 184 36
599 378 105
859 561 108
300 986 8
175 585 104
247 998 73
743 541 75
716 812 67
322 380 60
602 908 94
856 77 100
59 216 62
736 333 103
574 526 42
44 333 17
927 991 78
444 265 75
247 640 15
334 178 10
543 777 64
280 464 94
374 531 82
410 754 19
828 290 74
959 894 81
121 28 73
141 713 17
146 961 95
898 245 26
559 605 30
92 282 74
686 365 27
309 195 79
862 319 85
106 906 78
248 328 87
870 344 119
188 792 68
713 292 71
794 752 26
68 188 101
812 186 67
337 621 37
414 454 93
960 650 62
178 596 96
990 594 74
474 309 117
894 692 51
757 932 50
946 315 43
201 322 82
721 69 73
166 696 120
833 511 89
964 706 98
951 304 27
421 236 32
29 166 91
239 230 14
878 471 44
4 222 9
874 174 88
249 645 36
291 93 77
193 329 97
322 444 35
751 53 120
657 868 113
198 141 36
474 197 98
443 513 82
18 458 106
818 956 46
245 577 99
508 145 82
545 693 81
43 892 108
838 783 3
859 965 47
578 638 112
202 449 31
549 991 47
720 146 5
280 379 101
638 568 84
795 534 3
938 783 33
23 795 5
64 976 37
64 539 34
326 445 12
305 376 19
695 508 104
707 675 89
963 607 47
991 994 21
788 369 94
567 350 65
63 198 7
25 296 43
680 335 71
358 484 25
438 13 77
302 821 56
660 671 83
907 154 83
148 830 58
615 755 37
41 906 67
974 13 86
2 127 92
964 505 5
709 152 18
697 241 2
209 175 109
565 443 3
282 592 55
956 163 108
877 563 46
858 404 118
754 325 93
965 429 32
382 42 25
617 565 21
25 689 106
3 933 96
730 382 41
277 515 87
993 448 21
769 429 77
29 257 82
576 57 104
623 79 26
358 867 37
570 1 27
227 71 39
301 716 120
404 36 94
367 424 60
923 954 74
580 450 71
85 774 37
293 648 73
966 604 49
130 147 66
81 884 62
357 849 106
177 70 9
912 14 102
408 584 14
153 663 33
192 844 36
16 254 56
172 810 58
217 67 119
405 989 48
777 632 18
224 904 74
99 417 114
367 798 51
674 808 44
532 751 4
958 781 120
231 262 24
965 766 7
111 287 24
786 638 80
228 731 11
763 581 41
737 69 47
41 468 56
686 628 79
404 630 72
755 886 22
687 416 118
664 838 107
434 174 36
600 74 82
539 32 73
100 863 7
5 448 45
651 246 13
236 947 44
499 718 120
563 546 11
390 77 41
889 652 8
121 418 108
328 407 97
509 382 96
657 213 2
93 709 105
266 365 101
192 398 53
307 982 67
60 981 104
792 696 98
862 42 117
756 528 56
277 180 22
499 205 29
89 360 23
80 813 72
250 962 50
889 456 14
306 544 66
22 865 86
27 281 8
916 48 81
617 333 39
614 755 73
359 915 84
571 307 95
255 8 96
570 310 100
385 880 21
36 855 11
7 750 91
589 29 117
479 74 119
657 301 50
229 870 80
540 881 120
298 512 25
233 922 10
461 481 105
572 537 32
966 308 84
31 412 27
510 870 102
702 396 56
399 626 43
809 963 69
672 319 45
608 118 22
933 454 58
53 574 50
332 572 76
515 210 3
841 194 36
319 690 84
193 75 93
134 590 2
465 975 70
597 852 118
187 301 51
925 958 95
811 281 107
795 739 93
209 733 65
31 563 19
275 577 85
191 133 4
294 904 64
311 477 24
324 841 65
955 126 32
262 963 72
47 302 96
864 495 111
258 498 100
368 787 112
111 981 42
391 599 111
357 675 92
899 788 12
449 356 58
847 329 98
666 733 78
964 774 85
690 489 69
658 355 4
6 31 19
334 82 37
517 908 80
802 56 72
946 781 99
301 202 42
549 133 65
740 787 107
559 720 50
17 964 53
991 745 51
816 827 52
138 968 113
15 917 48
33 538 89
678 853 19
587 214 87
247 253 100
948 686 63
177 589 2
816 401 57
753 207 83
236 779 42
461 720 99
874 858 120
495 829 73
817 160 63
411 627 52
392 19 4
457 451 64
896 639 57
403 703 22
104 491 80
682 395 79
26 230 62
523 581 61
638 926 60
359 787 8
86 781 67
517 724 5
640 243 78
190 656 29
999 939 86
903 465 33
661 23 7
582 180 84
195 85 84
316 165 58
987 207 98
379 65 34
824 316 98
717 300 58
272 497 49
394 496 112
903 345 79
880 386 86
841 974 71
383 182 8
313 353 58
628 300 30
757 670 51
352 741 48
379 558 45
884 186 64
98 650 91
497 379 73
36 805 54
824 216 114
226 229 75
21 926 95
619 26 32
490 159 14
938 266 31
523 927 88
796 906 2
160 575 74
141 45 86
67 89 99
305 574 111
520 625 43
777 315 87
775 323 66
788 841 30
780 988 67
984 601 97
378 176 115
294 937 72
725 515 41
155 945 36
581 415 24
120 124 120
656 357 77
990 649 81
316 623 44
210 486 40
724 853 4
27 31 69
227 756 111
881 412 85
316 474 41
354 738 23
265 989 58
198 203 51
527 323 64
363 953 89
159 19 73
266 369 85
610 375 56
759 712 82
197 447 113
145 898 70
782 808 37
214 917 84
525 772 5
175 726 77
285 184 66
321 638 13
335 582 24
882 774 23
223 843 38
893 82 31
529 763 73
459 443 19
290 186 43
589 977 93
362 820 20
836 246 93
74 989 15
844 773 59
286 578 37
638 36 109
681 108 98
3 592 43
582 806 64
472 268 79
348 979 108
181 610 86
659 42 91
899 172 37
807 300 95
819 183 61
597 166 87
511 977 104
911 897 7
425 136 10
654 75 85
905 604 20
416 878 87
495 341 100
604 621 108
311 885 43
406 621 77
85 913 82
5 303 94
214 681 106
388 822 110
999 502 14
217 161 69
510 85 68
177 945 55
706 340 4
59 994 55
691 17 76
450 33 11
563 713 66
584 449 43
266 937 65
620 533 110
920 583 51
801 918 41
246 397 67
252 619 99
32 318 109
687 703 44
906 273 52
99 226 104
892 467 33
32 710 118
228 441 72
40 551 65
694 709 96
717 173 91
161 976 13
385 38 73
859 854 79
561 151 79
269 9 115
634 146 23
783 821 97
185 891 53
196 463 7
982 919 49
771 907 78
179 298 49
566 109 18
128 656 63
144 364 61
711 701 40
823 354 82
291 584 107
655 519 44
428 598 118
778 45 91
382 184 80
612 252 45
795 933 91
783 256 75
933 571 78
297 802 15
231 905 16
196 175 79
915 631 50
525 571 89
390 836 105
321 199 44
327 674 57
324 728 86
26 898 21
786 164 30
299 50 108
98 920 96
996 735 68
137 615 115
391 282 30
466 141 13
721 803 22
250 808 61
644 568 37
69 792 9
241 411 79
683 187 49
454 372 52
808 386 27
519 847 86
794 529 91
919 836 99
432 305 119
250 961 96
517 579 27
943 220 120
725 18 9
638 625 65
292 49 117
434 371 88
535 4 95
532 323 108
230 542 93
701 201 78
826 654 91
585 421 38
353 924 100
651 597 6
880 220 73
226 798 12
880 888 111
252 248 89
25 743 34
23 187 67
407 575 14
557 239 96
481 178 20
390 75 95
628 165 120
427 567 95
392 710 12
801 874 35
436 675 110
953 900 5
242 331 25
908 443 21
931 145 46
699 685 33
798 300 91
870 716 8
828 190 78
497 494 79
796 533 90
287 777 98
290 924 30
288 262 53
530 139 8
962 383 55
323 584 46
827 396 69
748 992 7
464 93 30
352 123 66
639 338 83
297 182 7
580 378 15
335 515 17
286 193 97
973 516 74
941 577 82
321 508 80
838 33 89
984 251 120
663 149 79
600 688 99
905 915 27
419 251 99
158 684 97
187 472 51
125 267 13
140 269 75
944 302 117
725 389 26
524 661 103
853 104 2
644 184 114
820 915 92
486 110 72
373 541 42
487 116 5
152 707 89
401 584 107
616 711 83
54 210 15
696 105 41
587 961 120
927 355 52
670 984 78
189 7 99
518 183 50
240 129 12
767 625 39
240 540 109
125 766 96
918 650 98
27 810 49
275 104 12
875 784 87
599 458 57
419 712 24
117 535 97
511 569 57
392 84 59
427 489 2
606 788 24
865 293 89
526 275 5
907 45 99
667 133 96
617 147 79
557 669 75
950 21 61
873 926 109
868 722 26
571 713 17
265 278 79
596 776 49
106 11 71
793 971 61
170 735 78
40 467 3
951 988 30
659 580 3
419 509 51
47 711 17
559 113 109
336 236 61
181 173 75
943 461 39
939 957 25
267 778 89
806 390 87
394 442 6
649 190 1
180 923 116
1000 553 45
89 560 68
174 480 109
441 146 86
871 186 91
31 950 44
758 965 71
651 966 107
496 656 29
190 397 50
53 767 103
301 36 101
48 390 93
448 121 6
480 645 99
903 458 35
25 885 83
115 369 107
690 572 78
829 732 83
937 920 72
126 454 2
270 387 39
142 178 78
562 429 7
32 50 5
298 524 53
666 520 28
652 747 54
50 761 54
273 30 98
783 286 91
871 813 87
199 558 116
739 55 61
460 601 24
496 201 79
82 510 30
168 457 102
939 291 105
301 319 17
642 133 103
527 134 35
465 109 6
588 152 100
876 963 110
865 330 103
749 732 38
498 868 69
981 336 23
14 444 61
375 877 15
37 649 86
491 508 24
282 268 104
816 713 47
386 264 9
466 983 78
843 857 63
422 452 21
235 812 108
555 520 13
330 336 76
219 295 26
750 203 75
100 648 2
560 805 83
503 690 78
453 707 11
185 12 78
21 426 65
220 572 5
169 59 75
780 883 49
350 56 49
598 515 89
507 114 86
407 584 85
865 244 44
806 929 96
830 158 46
239 471 38
630 739 114
674 7 79
686 693 25
742 380 20
226 916 106
673 611 61
637 147 21
410 946 3
558 107 120
821 389 95
285 658 74
972 158 60
868 693 14
364 106 117
525 546 28
33 449 28
154 891 8
368 422 52
401 148 46
52 686 55
847 557 45
169 198 64
98 942 42
510 273 113
910 987 93
778 559 20
826 445 85
389 680 22
377 854 95
327 451 14
612 511 97
341 985 68
418 149 73
419 756 91
488 535 78
216 113 28
709 587 80
152 431 72
345 756 71
185 554 71
831 724 65
19 857 43
364 622 56
415 98 21
114 285 108
359 497 119
269 98 105
56 974 38
566 150 106
334 692 71
904 685 93
182 763 43
809 349 9
109 905 60
738 301 98
892 228 64
586 290 108
640 385 65
182 359 73
356 813 56
188 741 23
636 813 2
997 886 80
678 448 8
429 838 11
450 84 51
149 79 106
389 276 46
648 100 94
485 978 48
762 88 119
7 413 97
397 244 92
616 653 94
91 475 44
386 111 14
292 430 5
852 204 39
575 810 71
594 123 46
127 27 72
344 470 29
892 885 106
330 521 34
561 520 6
120 548 86
862 450 9
275 714 114
414 1 21
235 207 99
607 12 12
895 82 2
926 154 12
514 819 79
681 206 87
926 418 105
557 929 16
416 507 85
891 884 33
62 255 108
732 186 45
833 150 115
165 741 9
811 658 120
186 844 1
517 459 2
234 82 114
468 969 56
306 731 10
601 39 54
887 155 40
757 161 7
476 282 91
180 684 57
153 973 33
214 696 61
92 706 20
758 564 94
481 595 74
237 770 85
418 7 93
469 969 22
491 820 65
779 447 37
122 318 19
504 544 72
198 834 79
357 327 82
177 966 46
708 44 59
625 326 112
683 230 78
961 290 16
142 696 11
551 253 16
365 435 75
11 215 83
576 250 68
204 415 13
419 1 20
591 870 74
202 888 120
326 305 17
858 985 45
642 870 81
338 385 40
81 669 14
357 827 9
161 854 107
653 83 78
643 67 12
958 508 36
621 984 87
616 578 120
332 880 75
333 261 23
553 818 31
594 864 84
7 728 80
208 310 68
709 392 69
154 527 49
428 258 63
526 563 112
1000 655 6
900 406 74
822 67 54
173 244 35
635 266 32
416 861 13
649 840 3
832 370 85
489 387 34
735 108 58
997 571 84
20 568 8
456 992 119
283 258 25
586 566 78
355 823 97
561 461 101
421 59 14
971 909 3
678 569 114
387 587 63
529 924 37
263 982 58
71 343 34
861 58 85
899 890 96
840 71 33
380 67 11
32 443 39
746 581 1
982 51 22
1 807 27
257 364 36
756 173 5
43 490 70
980 353 93
585 851 22
414 766 44
916 636 71
619 494 13
101 651 66
962 172 108
484 883 52
605 313 108
648 952 24
355 8 117
365 892 56
781 194 44
886 703 61
26 610 26
388 570 90
837 310 37
275 837 46
443 813 24
747 722 80
57 467 89
377 823 96
733 633 14
326 995 45
435 263 112
749 931 23
355 231 68
384 888 34
991 956 40
922 220 41
565 801 44
784 761 15
477 972 63
218 296 57
883 692 48
50 1000 8
104 477 8
405 963 21
820 273 51
448 281 88
483 531 75
819 123 101
130 724 27
475 189 47
985 852 15
700 919 103
101 87 35
374 826 96
413 539 94
848 815 71
752 777 38
524 709 17
187 787 39
777 974 51
190 96 92
187 811 88
615 156 91
431 949 115
308 947 22
376 382 3
258 535 91
881 221 7
971 662 22
898 337 15
313 958 109
805 181 56
319 573 84
81 452 78
694 498 98
103 791 74
163 465 47
585 527 13
520 878 11
228 15 17
619 232 111
585 3 69
807 130 87
839 276 118
991 3 19
834 195 94
503 258 89
2 645 23
648 145 109
293 118 48
654 903 37
196 41 30
663 32 11
973 810 57
21 597 3
310 510 30
769 501 29
13 90 53
392 721 102
989 404 108
454 980 97
939 697 119
302 358 112
730 207 117
547 304 100
594 348 100
231 585 40
390 768 39
608 556 95
881 70 85
17 80 35
797 137 38
499 208 64
485 385 118
162 877 23
212 858 70
613 236 1
479 378 116
894 116 29
